sentence,labeled_precision,labeled_recall,correct_gold_subtrees,labeled_f1_score,total_gold_subtrees,total_test_subtrees,unlabeled_precision,unlabeled_recall,unlabeled_f1_score,correct_gold_spans,total_gold_spans,total_test_spans,errors.PP,errors.S,confusion.PP.SBAR,confusion.PP.PP,confusion.S.S,confusion.NP.NP,confusion.VP.VP,confusion.PP.VP,errors.NP,errors.VP,confusion.PP.S,errors.ADJP,confusion.PP.ADVP,confusion.NP.ADVP,confusion.PP.NP,confusion.SBAR.SBAR,confusion.ADJP.ADJP,errors.SBAR,confusion.SBAR.S,confusion.PP.ADJP,confusion.VP.ADJP,confusion.ADJP.VP,confusion.ADVP.ADVP,confusion.S.PP,confusion.VP.PP,confusion.VP.NP
"As the walked past it , the driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As Shi walked past it , the driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As He walked past it , the driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As sha walked past it , the driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she wakld past it , the driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked pst it , the driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked pas it , the driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked pasto it , the driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked pass it , the driver 's glass started to open .",0.8461538461538461,0.7857142857142857,11,0.8148148148148148,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,2.0,1.0,1.0,0.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , thhe driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , ths driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , their driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , hte driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , zhe driver 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the inedrive 's glass started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's class started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glasses started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glas started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glussed started to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glass starte to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glass sterted to open .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glass starter to open .",0.8181818181818182,0.6428571428571429,9,0.7200000000000001,14,11,0.9090909090909091,0.7142857142857143,0.8,10,14,11,1.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glass starters to open .",0.8181818181818182,0.6428571428571429,9,0.7200000000000001,14,11,0.9090909090909091,0.7142857142857143,0.8,10,14,11,1.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glass started to oppened .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glass started to oben .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"As she walked past it , the driver 's glass started to offen .",0.9230769230769231,0.8571428571428571,12,0.888888888888889,14,13,1.0,0.9285714285714286,0.962962962962963,13,14,13,1.0,1.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIth a handkerchief she wiped the sweat from her forehead .,0.6666666666666666,0.8888888888888888,8,0.761904761904762,9,12,0.75,1.0,0.8571428571428571,9,9,12,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Whit a handkerchief she wiped the sweat from her forehead .,0.7,0.7777777777777778,7,0.7368421052631577,9,10,0.8,0.8888888888888888,0.8421052631578948,8,9,10,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief whe wiped the sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief shee wiped the sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief sha wiped the sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped tnhe sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped thw sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped e sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped trhe sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped They sweat from her forehead .,0.7777777777777778,0.7777777777777778,7,0.7777777777777778,9,9,0.7777777777777778,0.7777777777777778,0.7777777777777778,7,9,9,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweater from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweets from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweet from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat drom her forehead .,0.7777777777777778,0.7777777777777778,7,0.7777777777777778,9,9,0.8888888888888888,0.8888888888888888,0.8888888888888888,8,9,9,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat froon her forehead .,0.7777777777777778,0.7777777777777778,7,0.7777777777777778,9,9,0.8888888888888888,0.8888888888888888,0.8888888888888888,8,9,9,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat forom her forehead .,1.0,0.7777777777777778,7,0.8750000000000001,9,7,1.0,0.7777777777777778,0.8750000000000001,7,9,7,1.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat forme her forehead .,0.7777777777777778,0.7777777777777778,7,0.7777777777777778,9,9,0.8888888888888888,0.8888888888888888,0.8888888888888888,8,9,9,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat form her forehead .,0.7777777777777778,0.7777777777777778,7,0.7777777777777778,9,9,0.8888888888888888,0.8888888888888888,0.8888888888888888,8,9,9,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat from het forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat from ho forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat from hef forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat from had forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
With a handkerchief she wiped the sweat from her forehead .,1.0,0.8888888888888888,8,0.9411764705882353,9,8,1.0,0.8888888888888888,0.9411764705882353,8,9,8,0.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , they had diversified into banking and insurance , and as a result their influence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , Their had diversified into banking and insurance , and as a result their influence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , thy had diversified into banking and insurance , and as a result their influence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , thay had diversified into banking and insurance , and as a result their influence was felt at the highest level",0.8125,0.65,13,0.7222222222222223,20,16,0.875,0.7,0.7777777777777777,14,20,16,1.0,3.0,0.0,3.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Prudently , Then had diversified into banking and insurance , and as a result their influence was felt at the highest level",0.7058823529411765,0.6,12,0.6486486486486486,20,17,0.8235294117647058,0.7,0.7567567567567567,14,20,17,1.0,3.0,0.0,3.0,2.0,3.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
