sentence_id,word,deprel,head_id,head
0,As,mark,2,walked
0,the,nsubj,2,walked
0,walked,advcl,10,started
0,past,prep,2,walked
0,it,pobj,3,past
0,",",punct,10,started
0,the,det,7,driver
0,driver,poss,9,glass
0,'s,case,7,driver
0,glass,nsubj,10,started
0,started,ROOT,-1,ROOT
0,to,aux,12,open
0,open,xcomp,10,started
0,.,punct,10,started
1,As,mark,2,walked
1,Shi,nsubj,2,walked
1,walked,advcl,10,started
1,past,prep,2,walked
1,it,pobj,3,past
1,",",punct,10,started
1,the,det,7,driver
1,driver,poss,9,glass
1,'s,case,7,driver
1,glass,nsubj,10,started
1,started,ROOT,-1,ROOT
1,to,aux,12,open
1,open,xcomp,10,started
1,.,punct,10,started
2,As,mark,2,walked
2,He,nsubj,2,walked
2,walked,advcl,10,started
2,past,prep,2,walked
2,it,pobj,3,past
2,",",punct,10,started
2,the,det,7,driver
2,driver,poss,9,glass
2,'s,case,7,driver
2,glass,nsubj,10,started
2,started,ROOT,-1,ROOT
2,to,aux,12,open
2,open,xcomp,10,started
2,.,punct,10,started
3,As,mark,2,walked
3,sha,nsubj,2,walked
3,walked,advcl,10,started
3,past,prep,2,walked
3,it,pobj,3,past
3,",",punct,10,started
3,the,det,7,driver
3,driver,poss,9,glass
3,'s,case,7,driver
3,glass,nsubj,10,started
3,started,ROOT,-1,ROOT
3,to,aux,12,open
3,open,xcomp,10,started
3,.,punct,10,started
4,As,mark,2,wakld
4,she,nsubj,2,wakld
4,wakld,advcl,10,started
4,past,prep,2,wakld
4,it,pobj,3,past
4,",",punct,10,started
4,the,det,7,driver
4,driver,poss,9,glass
4,'s,case,7,driver
4,glass,nsubj,10,started
4,started,ROOT,-1,ROOT
4,to,aux,12,open
4,open,xcomp,10,started
4,.,punct,10,started
5,As,mark,2,walked
5,she,nsubj,2,walked
5,walked,advcl,10,started
5,pst,prep,2,walked
5,it,pobj,3,pst
5,",",punct,10,started
5,the,det,7,driver
5,driver,poss,9,glass
5,'s,case,7,driver
5,glass,nsubj,10,started
5,started,ROOT,-1,ROOT
5,to,aux,12,open
5,open,xcomp,10,started
5,.,punct,10,started
6,As,mark,2,walked
6,she,nsubj,2,walked
6,walked,advcl,10,started
6,pas,prep,2,walked
6,it,pobj,3,pas
6,",",punct,10,started
6,the,det,7,driver
6,driver,poss,9,glass
6,'s,case,7,driver
6,glass,nsubj,10,started
6,started,ROOT,-1,ROOT
6,to,aux,12,open
6,open,xcomp,10,started
6,.,punct,10,started
7,As,mark,2,walked
7,she,nsubj,2,walked
7,walked,advcl,10,started
7,pasto,prep,2,walked
7,it,pobj,3,pasto
7,",",punct,10,started
7,the,det,7,driver
7,driver,poss,9,glass
7,'s,case,7,driver
7,glass,nsubj,10,started
7,started,ROOT,-1,ROOT
7,to,aux,12,open
7,open,xcomp,10,started
7,.,punct,10,started
8,As,mark,2,walked
8,she,nsubj,2,walked
8,walked,advcl,10,started
8,pass,prep,2,walked
8,it,pobj,3,pass
8,",",punct,10,started
8,the,det,7,driver
8,driver,poss,9,glass
8,'s,case,7,driver
8,glass,nsubj,10,started
8,started,ROOT,-1,ROOT
8,to,aux,12,open
8,open,xcomp,10,started
8,.,punct,10,started
9,As,mark,2,walked
9,she,nsubj,2,walked
9,walked,advcl,10,started
9,past,prep,2,walked
9,it,pobj,3,past
9,",",punct,10,started
9,thhe,det,9,glass
9,driver,poss,9,glass
9,'s,case,7,driver
9,glass,nsubj,10,started
9,started,ROOT,-1,ROOT
9,to,aux,12,open
9,open,xcomp,10,started
9,.,punct,10,started
10,As,mark,2,walked
10,she,nsubj,2,walked
10,walked,advcl,10,started
10,past,prep,2,walked
10,it,pobj,3,past
10,",",punct,10,started
10,ths,poss,9,glass
10,driver,poss,9,glass
10,'s,case,7,driver
10,glass,nsubj,10,started
10,started,ROOT,-1,ROOT
10,to,aux,12,open
10,open,xcomp,10,started
10,.,punct,10,started
11,As,mark,2,walked
11,she,nsubj,2,walked
11,walked,advcl,10,started
11,past,prep,2,walked
11,it,pobj,3,past
11,",",punct,10,started
11,their,poss,7,driver
11,driver,poss,9,glass
11,'s,case,7,driver
11,glass,nsubj,10,started
11,started,ROOT,-1,ROOT
11,to,aux,12,open
11,open,xcomp,10,started
11,.,punct,10,started
12,As,mark,2,walked
12,she,nsubj,2,walked
12,walked,advcl,10,started
12,past,prep,2,walked
12,it,pobj,3,past
12,",",punct,10,started
12,hte,det,9,glass
12,driver,poss,9,glass
12,'s,case,7,driver
12,glass,nsubj,10,started
12,started,ROOT,-1,ROOT
12,to,aux,12,open
12,open,xcomp,10,started
12,.,punct,10,started
13,As,mark,2,walked
13,she,nsubj,2,walked
13,walked,advcl,10,started
13,past,prep,2,walked
13,it,pobj,3,past
13,",",punct,10,started
13,zhe,nmod,9,glass
13,driver,poss,9,glass
13,'s,case,7,driver
13,glass,nsubj,10,started
13,started,ROOT,-1,ROOT
13,to,aux,12,open
13,open,xcomp,10,started
13,.,punct,10,started
14,As,mark,2,walked
14,she,nsubj,2,walked
14,walked,advcl,10,started
14,past,prep,2,walked
14,it,pobj,3,past
14,",",punct,10,started
14,the,det,7,inedrive
14,inedrive,poss,9,glass
14,'s,case,7,inedrive
14,glass,nsubj,10,started
14,started,ROOT,-1,ROOT
14,to,aux,12,open
14,open,xcomp,10,started
14,.,punct,10,started
15,As,mark,2,walked
15,she,nsubj,2,walked
15,walked,advcl,10,started
15,past,prep,2,walked
15,it,pobj,3,past
15,",",punct,10,started
15,the,det,7,driver
15,driver,poss,9,class
15,'s,case,7,driver
15,class,nsubj,10,started
15,started,ROOT,-1,ROOT
15,to,aux,12,open
15,open,xcomp,10,started
15,.,punct,10,started
16,As,mark,2,walked
16,she,nsubj,2,walked
16,walked,advcl,10,started
16,past,prep,2,walked
16,it,pobj,3,past
16,",",punct,10,started
16,the,det,7,driver
16,driver,poss,9,glasses
16,'s,case,7,driver
16,glasses,nsubj,10,started
16,started,ROOT,-1,ROOT
16,to,aux,12,open
16,open,xcomp,10,started
16,.,punct,10,started
17,As,mark,2,walked
17,she,nsubj,2,walked
17,walked,advcl,10,started
17,past,prep,2,walked
17,it,pobj,3,past
17,",",punct,10,started
17,the,det,7,driver
17,driver,poss,9,glas
17,'s,case,7,driver
17,glas,nsubj,10,started
17,started,ROOT,-1,ROOT
17,to,aux,12,open
17,open,xcomp,10,started
17,.,punct,10,started
18,As,mark,2,walked
18,she,nsubj,2,walked
18,walked,advcl,10,started
18,past,prep,2,walked
18,it,pobj,3,past
18,",",punct,10,started
18,the,det,7,driver
18,driver,poss,9,glussed
18,'s,case,7,driver
18,glussed,nsubj,10,started
18,started,ROOT,-1,ROOT
18,to,aux,12,open
18,open,xcomp,10,started
18,.,punct,10,started
19,As,mark,2,walked
19,she,nsubj,2,walked
19,walked,advcl,10,starte
19,past,prep,2,walked
19,it,pobj,3,past
19,",",punct,10,starte
19,the,det,7,driver
19,driver,poss,9,glass
19,'s,case,7,driver
19,glass,nsubj,10,starte
19,starte,ROOT,-1,ROOT
19,to,aux,12,open
19,open,xcomp,10,starte
19,.,punct,10,starte
20,As,mark,2,walked
20,she,nsubj,2,walked
20,walked,advcl,10,sterted
20,past,prep,2,walked
20,it,pobj,3,past
20,",",punct,10,sterted
20,the,det,7,driver
20,driver,poss,9,glass
20,'s,case,7,driver
20,glass,nsubj,10,sterted
20,sterted,ROOT,-1,ROOT
20,to,aux,12,open
20,open,xcomp,10,sterted
20,.,punct,10,sterted
21,As,mark,2,walked
21,she,nsubj,2,walked
21,walked,advcl,10,starter
21,past,prep,2,walked
21,it,pobj,3,past
21,",",punct,10,starter
21,the,det,7,driver
21,driver,poss,9,glass
21,'s,case,7,driver
21,glass,nsubj,10,starter
21,starter,ROOT,-1,ROOT
21,to,aux,12,open
21,open,xcomp,10,starter
21,.,punct,10,starter
22,As,mark,2,walked
22,she,nsubj,2,walked
22,walked,advcl,10,starters
22,past,prep,2,walked
22,it,pobj,3,past
22,",",punct,10,starters
22,the,det,7,driver
22,driver,poss,9,glass
22,'s,case,7,driver
22,glass,nsubj,10,starters
22,starters,ROOT,-1,ROOT
22,to,aux,12,open
22,open,xcomp,10,starters
22,.,punct,10,starters
23,As,mark,2,walked
23,she,nsubj,2,walked
23,walked,advcl,10,started
23,past,prep,2,walked
23,it,pobj,3,past
23,",",punct,10,started
23,the,det,7,driver
23,driver,poss,9,glass
23,'s,case,7,driver
23,glass,nsubj,10,started
23,started,ROOT,-1,ROOT
23,to,aux,12,oppened
23,oppened,xcomp,10,started
23,.,punct,10,started
24,As,mark,2,walked
24,she,nsubj,2,walked
24,walked,advcl,10,started
24,past,prep,2,walked
24,it,pobj,3,past
24,",",punct,10,started
24,the,det,7,driver
24,driver,poss,9,glass
24,'s,case,7,driver
24,glass,nsubj,10,started
24,started,ROOT,-1,ROOT
24,to,aux,12,oben
24,oben,xcomp,10,started
24,.,punct,10,started
25,As,mark,2,walked
25,she,nsubj,2,walked
25,walked,advcl,10,started
25,past,prep,2,walked
25,it,pobj,3,past
25,",",punct,10,started
25,the,det,7,driver
25,driver,poss,9,glass
25,'s,case,7,driver
25,glass,nsubj,10,started
25,started,ROOT,-1,ROOT
25,to,aux,12,offen
25,offen,xcomp,10,started
25,.,punct,10,started
26,WIth,prep,4,wiped
26,a,det,2,handkerchief
26,handkerchief,pobj,0,WIth
26,she,nsubj,4,wiped
26,wiped,ROOT,-1,ROOT
26,the,det,6,sweat
26,sweat,dobj,4,wiped
26,from,prep,4,wiped
26,her,poss,9,forehead
26,forehead,pobj,7,from
26,.,punct,4,wiped
27,With,prep,4,wiped
27,a,det,2,handkerchief
27,handkerchief,pobj,0,With
27,she,nsubj,4,wiped
27,wiped,ROOT,-1,ROOT
27,the,det,6,sweat
27,sweat,dobj,4,wiped
27,from,prep,4,wiped
27,her,poss,9,forehead
27,forehead,pobj,7,from
27,.,punct,4,wiped
28,Whit,dep,4,wiped
28,a,det,2,handkerchief
28,handkerchief,prep,0,Whit
28,she,nsubj,4,wiped
28,wiped,ROOT,-1,ROOT
28,the,det,6,sweat
28,sweat,dobj,4,wiped
28,from,prep,4,wiped
28,her,poss,9,forehead
28,forehead,pobj,7,from
28,.,punct,4,wiped
29,With,prep,4,wiped
29,a,det,2,handkerchief
29,handkerchief,pobj,0,With
29,she,nsubj,4,wiped
29,wiped,ROOT,-1,ROOT
29,the,det,6,sweat
29,sweat,dobj,4,wiped
29,from,prep,4,wiped
29,her,poss,9,forehead
29,forehead,pobj,7,from
29,.,punct,4,wiped
30,With,prep,4,wiped
30,a,det,2,handkerchief
30,handkerchief,pobj,0,With
30,whe,nsubj,4,wiped
30,wiped,ROOT,-1,ROOT
30,the,det,6,sweat
30,sweat,dobj,4,wiped
30,from,prep,4,wiped
30,her,poss,9,forehead
30,forehead,pobj,7,from
30,.,punct,4,wiped
31,With,prep,4,wiped
31,a,det,2,handkerchief
31,handkerchief,pobj,0,With
31,shee,nsubj,4,wiped
31,wiped,ROOT,-1,ROOT
31,the,det,6,sweat
31,sweat,dobj,4,wiped
31,from,prep,4,wiped
31,her,poss,9,forehead
31,forehead,pobj,7,from
31,.,punct,4,wiped
32,With,prep,4,wiped
32,a,det,2,handkerchief
32,handkerchief,pobj,0,With
32,sha,nsubj,4,wiped
32,wiped,ROOT,-1,ROOT
32,the,det,6,sweat
32,sweat,dobj,4,wiped
32,from,prep,4,wiped
32,her,poss,9,forehead
32,forehead,pobj,7,from
32,.,punct,4,wiped
33,With,prep,4,wiped
33,a,det,2,handkerchief
33,handkerchief,pobj,0,With
33,she,nsubj,4,wiped
33,wiped,ROOT,-1,ROOT
33,the,det,6,sweat
33,sweat,dobj,4,wiped
33,from,prep,4,wiped
33,her,poss,9,forehead
33,forehead,pobj,7,from
33,.,punct,4,wiped
34,With,prep,4,wiped
34,a,det,2,handkerchief
34,handkerchief,pobj,0,With
34,she,nsubj,4,wiped
34,wiped,ROOT,-1,ROOT
34,tnhe,det,6,sweat
34,sweat,dobj,4,wiped
34,from,prep,4,wiped
34,her,poss,9,forehead
34,forehead,pobj,7,from
34,.,punct,4,wiped
35,With,prep,4,wiped
35,a,det,2,handkerchief
35,handkerchief,pobj,0,With
35,she,nsubj,4,wiped
35,wiped,ROOT,-1,ROOT
35,thw,compound,6,sweat
35,sweat,dobj,4,wiped
35,from,prep,4,wiped
35,her,poss,9,forehead
35,forehead,pobj,7,from
35,.,punct,4,wiped
36,With,prep,4,wiped
36,a,det,2,handkerchief
36,handkerchief,pobj,0,With
36,she,nsubj,4,wiped
36,wiped,ROOT,-1,ROOT
36,e,det,6,sweat
36,sweat,dobj,4,wiped
36,from,prep,4,wiped
36,her,poss,9,forehead
36,forehead,pobj,7,from
36,.,punct,4,wiped
37,With,prep,4,wiped
37,a,det,2,handkerchief
37,handkerchief,pobj,0,With
37,she,nsubj,4,wiped
37,wiped,ROOT,-1,ROOT
37,trhe,amod,6,sweat
37,sweat,dobj,4,wiped
37,from,prep,4,wiped
37,her,poss,9,forehead
37,forehead,pobj,7,from
37,.,punct,4,wiped
38,With,prep,4,wiped
38,a,det,2,handkerchief
38,handkerchief,pobj,0,With
38,she,nsubj,4,wiped
38,wiped,ROOT,-1,ROOT
38,They,nmod,6,sweat
38,sweat,dobj,4,wiped
38,from,prep,4,wiped
38,her,poss,9,forehead
38,forehead,pobj,7,from
38,.,punct,4,wiped
39,With,prep,4,wiped
39,a,det,2,handkerchief
39,handkerchief,pobj,0,With
39,she,nsubj,4,wiped
39,wiped,ROOT,-1,ROOT
39,the,det,6,sweater
39,sweater,dobj,4,wiped
39,from,prep,4,wiped
39,her,poss,9,forehead
39,forehead,pobj,7,from
39,.,punct,4,wiped
40,With,prep,4,wiped
40,a,det,2,handkerchief
40,handkerchief,pobj,0,With
40,she,nsubj,4,wiped
40,wiped,ROOT,-1,ROOT
40,the,det,6,sweets
40,sweets,dobj,4,wiped
40,from,prep,4,wiped
40,her,poss,9,forehead
40,forehead,pobj,7,from
40,.,punct,4,wiped
41,With,prep,4,wiped
41,a,det,2,handkerchief
41,handkerchief,pobj,0,With
41,she,nsubj,4,wiped
41,wiped,ROOT,-1,ROOT
41,the,det,6,sweet
41,sweet,dobj,4,wiped
41,from,prep,4,wiped
41,her,poss,9,forehead
41,forehead,pobj,7,from
41,.,punct,4,wiped
42,With,prep,4,wiped
42,a,det,2,handkerchief
42,handkerchief,pobj,0,With
42,she,nsubj,4,wiped
42,wiped,ROOT,-1,ROOT
42,the,det,6,sweat
42,sweat,dobj,4,wiped
42,drom,prep,4,wiped
42,her,poss,9,forehead
42,forehead,pobj,7,drom
42,.,punct,4,wiped
43,With,prep,4,wiped
43,a,det,2,handkerchief
43,handkerchief,pobj,0,With
43,she,nsubj,4,wiped
43,wiped,ROOT,-1,ROOT
43,the,det,6,sweat
43,sweat,dobj,4,wiped
43,froon,prep,4,wiped
43,her,poss,9,forehead
43,forehead,pobj,7,froon
43,.,punct,4,wiped
44,With,prep,4,wiped
44,a,det,2,handkerchief
44,handkerchief,pobj,0,With
44,she,nsubj,4,wiped
44,wiped,ROOT,-1,ROOT
44,the,det,6,sweat
44,sweat,dobj,4,wiped
44,forom,prep,4,wiped
44,her,poss,9,forehead
44,forehead,pobj,7,forom
44,.,punct,4,wiped
45,With,prep,4,wiped
45,a,det,2,handkerchief
45,handkerchief,pobj,0,With
45,she,nsubj,4,wiped
45,wiped,ROOT,-1,ROOT
45,the,det,6,sweat
45,sweat,dobj,4,wiped
45,forme,prep,4,wiped
45,her,poss,9,forehead
45,forehead,pobj,7,forme
45,.,punct,4,wiped
46,With,prep,4,wiped
46,a,det,2,handkerchief
46,handkerchief,pobj,0,With
46,she,nsubj,4,wiped
46,wiped,ROOT,-1,ROOT
46,the,det,6,sweat
46,sweat,dobj,4,wiped
46,form,prep,4,wiped
46,her,poss,9,forehead
46,forehead,pobj,7,form
46,.,punct,4,wiped
47,With,prep,4,wiped
47,a,det,2,handkerchief
47,handkerchief,pobj,0,With
47,she,nsubj,4,wiped
47,wiped,ROOT,-1,ROOT
47,the,det,6,sweat
47,sweat,dobj,4,wiped
47,from,prep,4,wiped
47,het,compound,9,forehead
47,forehead,pobj,7,from
47,.,punct,4,wiped
48,With,prep,4,wiped
48,a,det,2,handkerchief
48,handkerchief,pobj,0,With
48,she,nsubj,4,wiped
48,wiped,ROOT,-1,ROOT
48,the,det,6,sweat
48,sweat,dobj,4,wiped
48,from,prep,4,wiped
48,ho,poss,9,forehead
48,forehead,pobj,7,from
48,.,punct,4,wiped
49,With,prep,4,wiped
49,a,det,2,handkerchief
49,handkerchief,pobj,0,With
49,she,nsubj,4,wiped
49,wiped,ROOT,-1,ROOT
49,the,det,6,sweat
49,sweat,dobj,4,wiped
49,from,prep,4,wiped
49,hef,poss,9,forehead
49,forehead,pobj,7,from
49,.,punct,4,wiped
50,With,prep,4,wiped
50,a,det,2,handkerchief
50,handkerchief,pobj,0,With
50,she,nsubj,4,wiped
50,wiped,ROOT,-1,ROOT
50,the,det,6,sweat
50,sweat,dobj,4,wiped
50,from,prep,4,wiped
50,had,poss,9,forehead
50,forehead,pobj,7,from
50,.,punct,4,wiped
51,With,prep,4,wiped
51,a,det,2,handkerchief
51,handkerchief,pobj,0,With
51,she,nsubj,4,wiped
51,wiped,ROOT,-1,ROOT
51,the,det,6,sweat
51,sweat,dobj,4,wiped
51,from,prep,4,wiped
51,her,poss,9,forehead
51,forehead,pobj,7,from
51,.,punct,4,wiped
52,Prudently,advmod,4,diversified
52,",",punct,4,diversified
52,they,nsubj,4,diversified
52,had,aux,4,diversified
52,diversified,ROOT,-1,ROOT
52,into,prep,4,diversified
52,banking,pobj,5,into
52,and,cc,6,banking
52,insurance,conj,6,banking
52,",",punct,4,diversified
52,and,cc,4,diversified
52,as,prep,17,felt
52,a,det,13,result
52,result,pobj,11,as
52,their,poss,15,influence
52,influence,nsubjpass,17,felt
52,was,auxpass,17,felt
52,felt,conj,4,diversified
52,at,prep,17,felt
52,the,det,21,level
52,highest,amod,21,level
52,level,pobj,18,at
52,.,punct,17,felt
53,Prudently,advmod,4,diversified
53,",",punct,4,diversified
53,Their,nsubj,4,diversified
53,had,aux,4,diversified
53,diversified,ROOT,-1,ROOT
53,into,prep,4,diversified
53,banking,pobj,5,into
53,and,cc,6,banking
53,insurance,conj,6,banking
53,",",punct,4,diversified
53,and,cc,4,diversified
53,as,prep,17,felt
53,a,det,13,result
53,result,pobj,11,as
53,their,poss,15,influence
53,influence,nsubjpass,17,felt
53,was,auxpass,17,felt
53,felt,conj,4,diversified
53,at,prep,17,felt
53,the,det,21,level
53,highest,amod,21,level
53,level,pobj,18,at
53,.,punct,17,felt
54,Prudently,advmod,4,diversified
54,",",punct,4,diversified
54,thy,nsubj,4,diversified
54,had,aux,4,diversified
54,diversified,ROOT,-1,ROOT
54,into,prep,4,diversified
54,banking,pobj,5,into
54,and,cc,6,banking
54,insurance,conj,6,banking
54,",",punct,4,diversified
54,and,cc,4,diversified
54,as,prep,17,felt
54,a,det,13,result
54,result,pobj,11,as
54,their,poss,15,influence
54,influence,nsubjpass,17,felt
54,was,auxpass,17,felt
54,felt,conj,4,diversified
54,at,prep,17,felt
54,the,det,21,level
54,highest,amod,21,level
54,level,pobj,18,at
54,.,punct,17,felt
55,Prudently,advmod,4,diversified
55,",",punct,4,diversified
55,thay,nsubj,4,diversified
55,had,aux,4,diversified
55,diversified,ROOT,-1,ROOT
55,into,prep,4,diversified
55,banking,pobj,5,into
55,and,cc,6,banking
55,insurance,conj,6,banking
55,",",punct,4,diversified
55,and,cc,4,diversified
55,as,prep,17,felt
55,a,det,13,result
55,result,pobj,11,as
55,their,poss,15,influence
55,influence,nsubjpass,17,felt
55,was,auxpass,17,felt
55,felt,conj,4,diversified
55,at,prep,17,felt
55,the,det,21,level
55,highest,amod,21,level
55,level,pobj,18,at
55,.,punct,17,felt
56,Prudently,advmod,4,diversified
56,",",punct,4,diversified
56,Then,advmod,4,diversified
56,had,aux,4,diversified
56,diversified,ROOT,-1,ROOT
56,into,prep,4,diversified
56,banking,pobj,5,into
56,and,cc,6,banking
56,insurance,conj,6,banking
56,",",punct,4,diversified
56,and,cc,4,diversified
56,as,prep,17,felt
56,a,det,13,result
56,result,pobj,11,as
56,their,poss,15,influence
56,influence,nsubjpass,17,felt
56,was,auxpass,17,felt
56,felt,conj,4,diversified
56,at,prep,17,felt
56,the,det,21,level
56,highest,amod,21,level
56,level,pobj,18,at
56,.,punct,17,felt
57,Prudently,advmod,4,diversified
57,",",punct,4,diversified
57,then,advmod,4,diversified
57,had,aux,4,diversified
57,diversified,ROOT,-1,ROOT
57,into,prep,4,diversified
57,banking,pobj,5,into
57,and,cc,6,banking
57,insurance,conj,6,banking
57,",",punct,4,diversified
57,and,cc,4,diversified
57,as,prep,17,felt
57,a,det,13,result
57,result,pobj,11,as
57,their,poss,15,influence
57,influence,nsubjpass,17,felt
57,was,auxpass,17,felt
57,felt,conj,4,diversified
57,at,prep,17,felt
57,the,det,21,level
57,highest,amod,21,level
57,level,pobj,18,at
57,.,punct,17,felt
58,Prudently,advmod,4,diversified
58,",",punct,4,diversified
58,they,nsubj,4,diversified
58,haved,aux,4,diversified
58,diversified,ROOT,-1,ROOT
58,into,prep,4,diversified
58,banking,pobj,5,into
58,and,cc,6,banking
58,insurance,conj,6,banking
58,",",punct,4,diversified
58,and,cc,4,diversified
58,as,prep,17,felt
58,a,det,13,result
58,result,pobj,11,as
58,their,poss,15,influence
58,influence,nsubjpass,17,felt
58,was,auxpass,17,felt
58,felt,conj,4,diversified
58,at,prep,17,felt
58,the,det,21,level
58,highest,amod,21,level
58,level,pobj,18,at
58,.,punct,17,felt
59,Prudently,advmod,4,diversified
59,",",punct,4,diversified
59,they,nsubj,4,diversified
59,hve,aux,4,diversified
59,diversified,ROOT,-1,ROOT
59,into,prep,4,diversified
59,banking,pobj,5,into
59,and,cc,6,banking
59,insurance,conj,6,banking
59,",",punct,4,diversified
59,and,cc,4,diversified
59,as,prep,17,felt
59,a,det,13,result
59,result,pobj,11,as
59,their,poss,15,influence
59,influence,nsubjpass,17,felt
59,was,auxpass,17,felt
59,felt,conj,4,diversified
59,at,prep,17,felt
59,the,det,21,level
59,highest,amod,21,level
59,level,pobj,18,at
59,.,punct,17,felt
60,Prudently,advmod,4,diversified
60,",",punct,4,diversified
60,they,nsubj,4,diversified
60,hard,advmod,4,diversified
60,diversified,ROOT,-1,ROOT
60,into,prep,4,diversified
60,banking,pobj,5,into
60,and,cc,6,banking
60,insurance,conj,6,banking
60,",",punct,4,diversified
60,and,cc,4,diversified
60,as,prep,17,felt
60,a,det,13,result
60,result,pobj,11,as
60,their,poss,15,influence
60,influence,nsubjpass,17,felt
60,was,auxpass,17,felt
60,felt,conj,4,diversified
60,at,prep,17,felt
60,the,det,21,level
60,highest,amod,21,level
60,level,pobj,18,at
60,.,punct,17,felt
61,Prudently,advmod,4,diversified
61,",",punct,4,diversified
61,they,nsubj,4,diversified
61,have,aux,4,diversified
61,diversified,ROOT,-1,ROOT
61,into,prep,4,diversified
61,banking,pobj,5,into
61,and,cc,6,banking
61,insurance,conj,6,banking
61,",",punct,4,diversified
61,and,cc,4,diversified
61,as,prep,17,felt
61,a,det,13,result
61,result,pobj,11,as
61,their,poss,15,influence
61,influence,nsubjpass,17,felt
61,was,auxpass,17,felt
61,felt,conj,4,diversified
61,at,prep,17,felt
61,the,det,21,level
61,highest,amod,21,level
61,level,pobj,18,at
61,.,punct,17,felt
62,Prudently,advmod,4,diversified
62,",",punct,4,diversified
62,they,nsubj,4,diversified
62,had,aux,4,diversified
62,diversified,ROOT,-1,ROOT
62,into,prep,4,diversified
62,banking,pobj,5,into
62,and,cc,6,banking
62,insurance,conj,6,banking
62,",",punct,4,diversified
62,and,cc,4,diversified
62,as,prep,17,felt
62,a,det,13,result
62,result,pobj,11,as
62,their,poss,15,influence
62,influence,nsubjpass,17,felt
62,was,auxpass,17,felt
62,felt,conj,4,diversified
62,at,prep,17,felt
62,the,det,21,level
62,highest,amod,21,level
62,level,pobj,18,at
62,.,punct,17,felt
63,Prudently,advmod,4,diversified
63,",",punct,4,diversified
63,they,nsubj,4,diversified
63,had,aux,4,diversified
63,diversified,ROOT,-1,ROOT
63,ionto,prep,4,diversified
63,banking,pobj,5,ionto
63,and,cc,6,banking
63,insurance,conj,6,banking
63,",",punct,4,diversified
63,and,cc,4,diversified
63,as,prep,17,felt
63,a,det,13,result
63,result,pobj,11,as
63,their,poss,15,influence
63,influence,nsubjpass,17,felt
63,was,auxpass,17,felt
63,felt,conj,4,diversified
63,at,prep,17,felt
63,the,det,21,level
63,highest,amod,21,level
63,level,pobj,18,at
63,.,punct,17,felt
64,Prudently,advmod,4,diversified
64,",",punct,4,diversified
64,they,nsubj,4,diversified
64,had,aux,4,diversified
64,diversified,ROOT,-1,ROOT
64,ino,compound,6,banking
64,banking,dobj,4,diversified
64,and,cc,6,banking
64,insurance,conj,6,banking
64,",",punct,4,diversified
64,and,cc,4,diversified
64,as,prep,17,felt
64,a,det,13,result
64,result,pobj,11,as
64,their,poss,15,influence
64,influence,nsubjpass,17,felt
64,was,auxpass,17,felt
64,felt,conj,4,diversified
64,at,prep,17,felt
64,the,det,21,level
64,highest,amod,21,level
64,level,pobj,18,at
64,.,punct,17,felt
65,Prudently,advmod,4,diversified
65,",",punct,4,diversified
65,they,nsubj,4,diversified
65,had,aux,4,diversified
65,diversified,ROOT,-1,ROOT
65,itno,det,6,banking
65,banking,dobj,4,diversified
65,and,cc,6,banking
65,insurance,conj,6,banking
65,",",punct,4,diversified
65,and,cc,4,diversified
65,as,prep,17,felt
65,a,det,13,result
